year,month,day,week,mean_temperature,max_temperature,max_temperature_time,min_temperature,min_temperature_time,sum_rainfall,mean_cloudage,mean_wind_speed,mean_humidity
2019,5,29,水,20.6,26.3,16:02,16.3,05:29,0,6.5,3.7,53
2019,5,30,木,21.1,27.3,14:49,13.8,05:11,0,6.0,1.8,54
2019,5,31,金,20.2,22.6,14:24,17.9,23:45,1.0,10.0,1.5,81
2019,6,1,土,21.7,26.6,15:23,17.0,05:20,0,10.0,1.9,68
2019,6,2,日,20.6,22.4,16:45,19.3,06:35,0.5,10.0,1.8,82
2019,6,3,月,23.1,28.2,16:47,18.0,05:04,0.0,8.8,1.6,70
2019,6,4,火,23.9,28.8,14:06,20.0,05:41,0.0,10.0,2.0,74
2019,6,5,水,25.4,31.8,16:28,20.9,05:03,0,6.3,2.3,66
2019,6,6,木,26.2,32.1,15:41,20.8,05:35,0,8.3,2.1,55
2019,6,7,金,23.2,25.5,15:31,20.5,10:36,3.0,10.0,2.3,79
2019,6,8,土,23.0,25.9,12:30,19.4,0:00,0,7.0,5.1,64
2019,6,9,日,21.7,25.8,13:53,17.8,05:38,0,8.8,2.8,61
2019,6,10,月,22.6,28.3,15:06,20.0,05:32,0.5,7.8,1.8,71
2019,6,11,火,22.4,26.5,14:47,19.8,06:02,0.0,10.0,2.2,65
2019,6,12,水,22.8,27.6,15:41,19.3,03:59,0,3.3,2.5,58
2019,6,13,木,23.0,28.1,14:16,18.3,05:40,0,1.3,2.2,64
2019,6,14,金,23.2,28.2,10:37,20.0,0:00,3.5,10.0,4.2,69
2019,6,15,土,19.2,20.6,11:02,18.2,15:00,59.5,10.0,4.5,89
2019,6,16,日,22.2,26.3,13:51,19.3,01:11,0.5,8.0,5.2,66
2019,6,17,月,22.0,27.4,16:57,16.9,05:13,0.0,7.0,2.0,61
2019,6,18,火,22.3,25.8,15:46,18.4,05:07,0,10.0,1.5,67
2019,6,19,水,23.8,28.9,15:33,19.0,05:03,0,10.0,1.8,67
2019,6,20,木,26.1,31.6,15:32,20.3,04:59,0,4.3,1.9,57
2019,6,21,金,24.2,29.5,12:49,21.7,23:58,8.5,9.8,1.6,75
2019,6,22,土,24.0,29.4,13:22,19.7,05:43,0,5.3,2.1,74
2019,6,23,日,22.5,24.7,15:18,20.9,03:45,0.0,10.0,1.7,74
2019,6,24,月,24.0,29.0,16:16,20.1,03:50,0,3.5,2.0,59
2019,6,25,火,24.2,29.1,15:38,19.1,05:10,0,2.5,2.3,69
2019,6,26,水,25.1,30.3,13:40,20.9,05:45,0.0,9.0,1.8,76
2019,6,27,木,25.1,29.4,14:20,23.6,03:46,19.5,9.8,1.6,90
2019,6,28,金,27.8,32.0,12:29,23.9,01:22,0,10.0,3.0,74
2019,6,29,土,27.2,32.1,13:34,24.4,0:00,2.0,10.0,2.0,77
2019,6,30,日,26.3,29.2,14:19,24.2,04:00,14.0,10.0,2.6,88
2019,7,1,月,25.6,28.8,14:23,23.2,04:22,2.5,10.0,3.0,78
2019,7,2,火,24.3,27.1,14:21,21.7,06:55,9.0,10.0,1.7,81
2019,7,3,水,23.4,25.2,11:19,22.6,05:30,2.5,10.0,1.5,91
2019,7,4,木,25.7,30.4,16:14,22.6,01:08,0.0,9.8,2.1,78
2019,7,5,金,25.4,28.5,13:14,22.8,05:25,0,8.3,2.3,73
2019,7,6,土,25.5,29.4,13:51,23.2,07:05,0,9.8,2.9,70
2019,7,7,日,26.3,31.0,13:34,23.3,03:22,0,7.5,2.0,64
2019,7,8,月,24.9,27.0,17:15,22.6,05:17,0.0,10.0,1.8,80
2019,7,9,火,24.4,28.5,12:42,21.8,02:49,10.5,10.0,3.0,82
2019,7,10,水,24.8,27.8,13:57,22.6,06:03,3.0,10.0,4.0,79
2019,7,11,木,26.0,32.0,13:37,23.5,03:46,6.5,9.5,3.0,82
2019,7,12,金,26.6,30.8,15:51,23.5,05:26,0.0,6.0,3.4,70
2019,7,13,土,23.1,26.6,11:38,20.8,19:02,29.5,10.0,1.9,86
2019,7,14,日,22.5,24.8,13:43,21.5,05:23,9.0,10.0,1.0,95
2019,7,15,月,25.5,29.9,14:31,21.9,02:59,3.5,9.0,1.8,77
2019,7,16,火,26.1,30.8,13:47,22.4,04:54,0,8.3,1.9,75
2019,7,17,水,27.3,31.6,15:26,23.5,05:01,4.0,7.8,1.9,76
2019,7,18,木,25.1,28.1,11:09,22.7,23:58,28.5,10.0,1.3,92
2019,7,19,金,24.0,25.4,10:46,22.7,00:59,50.5,10.0,1.6,96
2019,7,20,土,26.8,30.8,15:38,23.9,06:42,2.0,10.0,1.8,86
2019,7,21,日,26.9,29.0,15:07,24.4,04:07,3.5,10.0,1.2,89
2019,7,22,月,26.2,28.2,11:25,24.8,06:03,3.0,10.0,1.3,90
2019,7,23,火,27.8,30.8,10:38,24.9,02:42,0.0,9.3,3.4,79
2019,7,24,水,29.0,32.9,12:32,25.8,05:32,0,8.0,2.8,72
2019,7,25,木,29.2,33.6,15:04,25.6,05:19,0,4.5,1.7,73
2019,7,26,金,28.9,33.7,16:43,25.0,06:19,0.0,4.0,1.9,72
2019,7,27,土,30.4,35.5,14:27,26.8,05:39,0.0,7.3,3.3,66
2019,7,28,日,29.6,33.6,15:39,26.5,04:47,0.0,6.5,1.8,76
2019,7,29,月,29.7,34.6,16:05,25.9,05:46,0,6.5,1.7,72
2019,7,30,火,30.2,33.8,14:52,26.5,05:30,0,3.0,1.8,72
2019,7,31,水,30.6,34.9,16:11,26.1,05:14,0,0.8,1.7,70
2019,8,1,木,31.3,36.3,15:44,26.9,05:05,0,2.8,2.0,65
2019,8,2,金,31.1,36.3,14:59,27.5,04:38,0,0.3,2.1,68
2019,8,3,土,30.6,35.0,14:15,27.6,05:32,0,1.3,2.1,74
2019,8,4,日,30.4,34.1,14:07,27.5,05:58,0,4.0,2.3,68
2019,8,5,月,30.2,35.7,15:04,25.9,05:25,0.0,4.3,3.0,67
2019,8,6,火,28.0,31.3,09:42,26.3,0:00,41.5,10.0,3.3,84
2019,8,7,水,28.9,33.3,13:58,25.8,05:29,0.0,7.3,2.0,81
2019,8,8,木,29.3,33.6,13:56,25.4,05:46,0,5.5,1.9,76
2019,8,9,金,29.2,33.8,14:35,25.5,05:29,0,7.0,1.7,76
2019,8,10,土,29.3,33.6,13:50,26.1,05:34,0,9.5,1.8,75
2019,8,11,日,30.4,35.5,16:33,25.7,04:30,0,8.3,3.0,66
2019,8,12,月,30.9,35.0,15:11,27.2,05:31,0,9.5,3.6,67
2019,8,13,火,31.1,35.0,12:20,27.5,05:01,0.0,6.5,3.9,69
2019,8,14,水,28.8,32.6,11:07,26.6,16:57,14.5,8.8,5.4,81
2019,8,15,木,28.1,29.7,13:50,25.7,03:06,25.5,10.0,6.8,85
2019,8,16,金,30.4,34.3,13:18,26.6,04:02,6.5,6.8,3.5,68
2019,8,17,土,29.5,34.1,15:50,25.8,05:21,0,2.5,2.1,67
2019,8,18,日,29.1,32.7,15:02,25.0,05:01,0,4.3,1.6,70
2019,8,19,月,26.7,28.1,11:35,25.0,23:55,3.0,9.8,1.3,87
2019,8,20,火,27.6,31.3,14:34,24.2,06:55,10.5,9.5,1.5,85
2019,8,21,水,29.2,33.4,13:16,26.1,05:55,0.0,10.0,1.9,77
2019,8,22,木,29.1,32.9,12:20,25.6,05:48,0.5,8.5,1.8,76
2019,8,23,金,27.5,32.5,14:26,25.0,22:25,6.5,10.0,3.0,81
2019,8,24,土,25.7,29.7,10:55,23.3,21:53,3.0,10.0,2.5,76
2019,8,25,日,25.8,30.1,14:13,21.9,05:31,0.0,8.8,3.7,71
2019,8,26,月,26.4,30.4,15:25,22.6,05:57,0,8.5,1.8,72
2019,8,27,火,24.9,27.4,16:00,23.0,08:32,7.5,10.0,1.4,87
2019,8,28,水,25.2,26.5,17:23,23.7,05:11,10.0,10.0,1.2,93
2019,8,29,木,26.3,30.6,13:23,24.0,23:59,7.0,10.0,1.5,86
2019,8,30,金,25.5,29.0,17:03,23.3,03:16,3.5,9.0,1.8,86
2019,8,31,土,24.8,29.1,12:54,22.5,23:52,0.0,10.0,1.9,76
2019,9,1,日,24.2,27.3,12:14,21.9,01:18,5.0,9.0,1.3,84
2019,9,2,月,26.4,31.3,15:03,22.4,04:40,0,9.3,1.5,82
2019,9,3,火,27.8,33.0,14:36,23.8,05:10,0.0,6.3,1.8,77
2019,9,4,水,27.5,31.8,11:18,24.0,04:32,0.0,8.0,1.6,81
2019,9,5,木,28.1,32.9,15:56,23.8,05:56,1.0,8.5,2.0,75
2019,9,6,金,29.5,34.0,14:51,26.1,04:28,0.0,5.5,3.8,68
2019,9,7,土,30.2,34.9,14:02,27.3,06:07,0,7.5,4.4,66
2019,9,8,日,30.0,33.8,13:47,27.0,05:31,0.0,5.3,2.4,71
2019,9,9,月,30.2,34.2,15:43,26.2,05:58,0,4.8,1.9,69
2019,9,10,火,30.5,35.5,14:41,27.3,06:03,0,5.8,1.9,69
2019,9,11,水,29.7,35.8,13:29,26.5,23:57,3.5,9.8,2.4,73
2019,9,12,木,26.8,29.9,15:21,24.4,0:00,0.0,8.8,2.9,68
2019,9,13,金,25.6,29.3,14:13,23.5,07:27,0.0,8.0,3.0,71
2019,9,14,土,27.1,30.2,14:43,24.2,06:03,0,2.3,2.8,70
2019,9,15,日,27.8,32.8,15:53,22.9,05:57,0.0,3.3,2.0,66
2019,9,16,月,27.1,31.7,13:03,24.1,06:32,0,6.5,2.8,64
2019,9,17,火,26.2,31.7,15:25,21.2,06:14,0,3.8,2.3,64
2019,9,18,水,26.0,30.3,14:50,23.1,0:00,0,7.0,2.6,60
2019,9,19,木,23.0,27.6,13:52,19.5,03:53,0,5.5,2.5,60
2019,9,20,金,19.5,24.6,11:07,16.8,18:23,16.0,7.3,1.8,77
2019,9,21,土,21.9,25.0,15:32,17.6,00:12,1.0,10.0,3.3,83
2019,9,22,日,24.4,27.2,22:26,22.1,11:25,38.0,10.0,4.7,89
2019,9,23,月,26.5,30.3,04:13,23.1,0:00,0.0,7.8,4.3,65
2019,9,24,火,23.0,25.3,13:15,21.3,0:00,0.0,9.8,2.2,69
2019,9,25,水,23.2,27.6,15:54,19.2,06:03,0,5.3,2.1,65
2019,9,26,木,23.7,28.5,14:39,18.3,05:10,0,4.8,1.7,72
2019,9,27,金,26.2,30.3,15:12,22.7,04:41,0.0,8.3,2.3,72
2019,9,28,土,26.1,30.7,14:22,23.9,04:59,0.0,9.5,1.9,67
2019,9,29,日,26.1,29.4,14:13,22.7,06:20,0,9.5,1.3,77
2019,9,30,月,26.7,30.9,13:27,23.5,06:06,0.0,10.0,1.4,78
2019,10,1,火,25.8,29.7,14:35,23.0,05:00,0.5,8.0,1.6,81
2019,10,2,水,25.4,28.8,14:09,23.1,06:25,0.5,10.0,2.0,75
2019,10,3,木,25.9,28.4,16:32,23.8,02:03,9.5,8.3,2.9,75
2019,10,4,金,25.2,28.8,15:21,20.3,0:00,0.0,4.0,3.9,65
2019,10,5,土,22.9,28.0,14:22,17.7,06:14,0,4.3,2.1,66
2019,10,6,日,22.9,25.3,11:58,19.9,0:00,0.0,9.5,2.4,66
2019,10,7,月,21.7,25.2,15:37,16.6,06:13,0,6.5,1.4,72
2019,10,8,火,21.5,23.3,08:48,17.7,23:55,1.0,8.0,2.7,76
2019,10,9,水,18.8,23.6,15:28,14.1,06:21,0,0.0,1.9,61
2019,10,10,木,20.4,26.0,15:10,13.6,05:57,0.0,1.3,1.6,67
2019,10,11,金,24.2,27.5,15:21,20.8,02:33,0.0,9.3,1.8,72
2019,10,12,土,24.0,26.1,12:43,20.5,0:00,0.0,10.0,5.3,65
2019,10,13,日,20.3,23.7,15:14,17.7,06:28,0,2.0,3.2,56
2019,10,14,月,20.8,25.1,15:07,17.1,04:51,0,8.3,2.2,63
2019,10,15,火,18.8,22.0,14:29,16.6,0:00,0,9.3,3.2,61
2019,10,16,水,17.1,21.3,13:19,13.9,06:25,0,3.3,2.0,60
2019,10,17,木,18.1,22.3,13:22,12.0,05:27,0.0,7.5,1.5,73
2019,10,18,金,20.7,22.9,13:33,19.1,05:59,16.5,10.0,2.8,87
2019,10,19,土,21.5,23.7,09:52,19.4,04:22,0.5,9.8,2.1,89
2019,10,20,日,20.4,23.9,13:11,17.0,06:52,0,10.0,1.9,73
2019,10,21,月,19.0,20.6,23:13,16.8,06:20,1.0,10.0,1.8,81
2019,10,22,火,20.6,25.7,13:29,16.3,23:52,0,5.5,2.3,70
2019,10,23,水,19.3,23.6,11:23,14.1,05:47,0,7.5,1.9,73
2019,10,24,木,19.7,20.8,07:29,18.3,0:00,57.0,10.0,3.5,88
2019,10,25,金,19.4,22.6,15:06,16.6,07:32,24.5,10.0,3.2,84
2019,10,26,土,20.6,24.1,14:49,18.5,0:00,0.0,8.0,2.3,76
2019,10,27,日,19.3,23.5,13:04,15.9,0:00,0.5,8.0,2.5,70
2019,10,28,月,17.2,21.8,14:39,12.6,06:39,0,7.5,2.0,71
2019,10,29,火,16.0,19.9,15:14,13.6,23:58,6.5,7.0,1.4,85
2019,10,30,水,16.9,22.7,13:09,12.1,06:40,0,2.8,2.0,75
2019,10,31,木,17.1,22.6,14:18,13.2,06:44,0,5.5,1.9,73
2019,11,1,金,17.8,23.0,14:26,11.7,06:24,0,1.8,2.1,68
2019,11,2,土,16.0,20.6,14:31,12.8,06:22,0,3.8,1.7,67
2019,11,3,日,16.2,19.7,13:00,11.6,05:59,0,9.3,1.4,78
2019,11,4,月,15.8,19.5,13:30,10.5,0:00,0,3.5,2.4,64
2019,11,5,火,12.7,18.1,13:53,8.1,05:39,0,0.0,1.8,69
2019,11,6,水,13.1,19.3,14:25,8.0,06:21,0,0.8,1.4,72
2019,11,7,木,14.4,19.5,15:07,7.9,05:53,0.0,8.5,1.8,71
2019,11,8,金,14.3,18.1,14:25,10.1,23:30,0.0,5.0,1.8,70
2019,11,9,土,14.4,20.6,14:11,8.1,05:31,0,2.0,1.8,67
2019,11,10,日,13.6,18.4,11:33,9.1,06:23,0,5.8,1.6,69
2019,11,11,月,15.6,20.6,14:30,10.1,03:54,3.0,5.3,3.4,69
2019,11,12,火,16.8,21.2,15:13,12.6,06:54,0,5.8,1.8,63
2019,11,13,水,16.1,21.2,14:19,9.8,06:40,0.0,4.8,1.4,71
2019,11,14,木,14.5,19.2,02:42,8.2,0:00,0.0,7.0,3.8,57
2019,11,15,金,9.8,15.2,14:47,4.9,06:49,0,0.3,2.1,64
2019,11,16,土,13.0,19.9,14:43,5.9,06:22,0,0.0,2.8,60
2019,11,17,日,13.9,19.4,12:37,8.5,06:30,0,6.3,1.7,74
2019,11,18,月,17.2,26.0,12:40,10.0,06:54,2.5,8.8,2.6,75
2019,11,19,火,12.6,16.9,00:06,9.5,23:22,0.0,7.5,4.2,54
2019,11,20,水,11.1,14.5,14:05,7.0,0:00,0,5.3,2.8,52
2019,11,21,木,9.7,15.3,14:16,5.0,06:41,0,1.5,1.8,72
2019,11,22,金,10.1,13.3,14:08,5.8,05:06,0.5,7.5,1.0,87
2019,11,23,土,13.9,20.7,14:08,9.0,06:57,0,5.0,1.2,85
2019,11,24,日,13.8,17.3,11:35,9.4,04:49,0.0,7.8,1.4,89
2019,11,25,月,15.6,20.6,13:32,12.8,0:00,2.0,10.0,2.2,79
2019,11,26,火,13.0,15.4,14:28,11.6,06:43,0.0,9.5,2.3,64
2019,11,27,水,13.6,16.4,14:27,11.4,02:02,0.0,10.0,1.7,77
2019,11,28,木,10.0,13.3,00:01,5.4,0:00,16.5,7.0,2.7,71
2019,11,29,金,7.7,12.8,14:56,2.2,06:58,0,2.5,2.1,65
2019,11,30,土,7.6,12.2,14:58,3.5,06:56,0,1.0,1.6,70
2019,12,1,日,10.6,17.6,14:06,2.8,06:10,0,3.0,1.4,78
2019,12,2,月,13.0,15.5,13:03,10.1,0:00,8.0,8.3,3.2,77
2019,12,3,火,9.3,11.3,13:25,7.7,22:39,0.0,7.8,4.0,55
2019,12,4,水,8.5,13.7,13:47,4.7,03:58,0.0,6.5,3.3,66
2019,12,5,木,8.4,12.3,12:47,3.8,03:25,0,6.8,3.6,62
2019,12,6,金,7.8,9.4,15:01,6.4,0:00,0.0,10.0,2.3,61
2019,12,7,土,8.0,10.6,13:41,5.7,0:00,0.0,9.5,1.8,72
2019,12,8,日,8.0,13.8,14:48,3.5,05:46,0,4.3,2.0,66
2019,12,9,月,8.4,14.1,14:13,3.7,06:10,0,2.5,1.6,77
2019,12,10,火,9.3,14.8,14:52,3.7,06:45,0,3.8,1.3,76
2019,12,11,水,8.7,13.0,14:41,4.5,06:47,0,5.0,1.2,82
2019,12,12,木,9.8,14.7,04:59,4.8,0:00,0,3.8,3.0,57
2019,12,13,金,6.9,12.4,13:57,2.2,07:05,0,4.5,1.6,67
2019,12,14,土,9.0,16.7,13:51,2.5,04:24,0.0,6.3,2.6,69
2019,12,15,日,7.8,12.3,11:00,4.1,23:25,0.0,5.3,1.4,70
2019,12,16,月,7.7,13.3,14:41,2.1,07:16,0,3.0,1.4,81
2019,12,17,火,10.6,12.2,15:06,8.3,06:17,3.0,10.0,1.2,92
2019,12,18,水,12.6,16.0,11:29,10.0,0:00,0.5,9.8,1.9,83
2019,12,19,木,10.1,13.0,13:27,6.4,04:24,0,9.0,1.6,76
2019,12,20,金,10.2,12.9,13:50,6.7,0:00,0,6.0,3.5,55
2019,12,21,土,8.4,12.3,13:33,4.3,06:43,0,8.5,1.4,68
2019,12,22,日,7.2,10.1,12:27,5.6,19:49,9.0,9.8,1.3,83
2019,12,23,月,9.3,14.5,14:26,3.8,06:54,0.0,3.0,3.1,76
2019,12,24,火,8.7,13.2,12:43,4.9,23:51,0,6.8,1.6,75
2019,12,25,水,8.4,13.7,13:47,2.5,07:01,3.0,5.0,1.3,81
2019,12,26,木,10.9,12.6,12:50,8.9,03:23,15.5,10.0,1.4,96
2019,12,27,金,8.8,12.2,02:38,3.3,0:00,0.0,8.0,4.2,65
2019,12,28,土,6.3,11.6,14:51,2.1,04:35,0,1.3,1.9,71
2019,12,29,日,7.3,12.1,11:58,1.3,07:04,1.0,6.0,1.4,78
2019,12,30,月,11.3,12.6,13:47,9.1,04:54,6.5,10.0,1.1,97
2019,12,31,火,9.5,13.5,08:11,5.3,0:00,0.0,8.0,3.9,65
