Time,Latitude,Longitude,Altitude,Timestamp,Horizontal_accuracy,Vertical_accuracy,Speed,Course,Pitch,Roll,Yaw,Acc_X,Acc_Y,Acc_Z,Gra_X,Gra_Y,Gra_Z,Uacc_X,Uacc_Y,Uacc_Z,Com_X,Com_Y,Com_Z,Accuracy
2021-09-02 09:38:15,34.329030965486844,134.05731123884587,8.81722640991211,1630543095.0000753,10.0,4.0,0.5,70.6640625,0.5621963247268935,-0.29587760462259766,1.6882779849050003,-0.18878173828125,-0.53076171875,-0.8505706787109375,-0.24670138955116272,-0.533045768737793,-0.8093211054801941,0.05791965126991272,0.0022840499877929688,-0.04124957323074341,-2.81951904296875,-11.504997253417969,-10.2978515625,2
2021-09-02 09:38:15,34.329030965486844,134.05731123884587,8.81722640991211,1630543095.566966,10.0,4.0,0.5,70.6640625,0.9853119989330901,-0.5305479041009115,1.960301742365063,-0.316741943359375,-1.2272491455078125,-1.0764923393726349,-0.27962052822113037,-0.8334445357322693,-0.4766367971897125,-0.03712141513824463,-0.3938046097755432,-0.5998555421829224,1.5226669311523438,-8.241279602050781,5.10235595703125,2
2021-09-02 09:38:16,34.329030965486844,134.05731123884587,8.89822006225586,1630543096.0000472,10.0,4.0,0.0,-1.0,0.6776051696184374,-0.5002519185050422,1.7905171542423044,-0.4014892876148224,-0.612457275390625,-0.690399169921875,-0.37368133664131165,-0.6269290447235107,-0.6836097240447998,-0.027807950973510742,0.014471769332885742,-0.006789445877075195,4.9056243896484375,-14.482917785644531,9.972900390625,2
2021-09-02 09:38:16,34.329030965486844,134.05731123884587,8.89822006225586,1630543096.211518,10.0,4.0,0.0,-1.0,0.6767055715102701,-0.4977820414795669,1.8116367150993038,-0.4312134087085724,-0.5606842041015625,-0.598876953125,-0.3722608983516693,-0.6262279748916626,-0.6850258111953735,-0.058952510356903076,0.0655437707901001,0.08614885807037354,4.01507568359375,-16.11670684814453,11.68511962890625,2
2021-09-02 09:38:16,34.329030965486844,134.05731123884587,8.89822006225586,1630543096.211518,10.0,4.0,0.0,-1.0,0.6918837419194759,-0.519172028551777,1.8480531356386118,-0.2181396186351776,-0.7238311767578125,-0.7050933837890625,-0.382066935300827,-0.6379888653755188,-0.6685769557952881,0.16392731666564941,-0.0858423113822937,-0.036516427993774414,2.4625167846679688,-14.493095397949219,11.28521728515625,2
2021-09-02 09:38:16,34.329030965486844,134.05731123884587,8.89822006225586,1630543096.42387,10.0,4.0,0.0,-1.0,0.6234786721425692,-0.4748020264300503,1.7941689022902236,-0.3406829833984375,-0.572998046875,-0.930938720703125,-0.37114834785461426,-0.583862841129303,-0.7220478653907776,0.030465364456176758,0.010864794254302979,-0.2088908553123474,4.650054931640625,-18.427085876464844,11.5819091796875,2
2021-09-02 09:38:17,34.329030965486844,134.05731123884587,8.89822006225586,1630543096.630805,10.0,4.0,0.0,-1.0,0.6483839758783827,-0.5301708363155342,1.8428021474571485,-0.4287719428539276,-0.5690154433250427,-0.6697540283203125,-0.403058260679245,-0.6038991212844849,-0.6876408457756042,-0.025713682174682617,0.03488367795944214,0.017886817455291748,2.9990234375,-17.33043670654297,12.39642333984375,2
2021-09-02 09:38:17,34.32903729382374,134.05732180004387,9.62624740600586,1630543097.0000205,10.0,4.0,0.23000000417232513,74.8828125,0.6589697113276163,-0.5479136191547644,1.8579389323250302,-0.4522400200366974,-0.594757080078125,-0.664520263671875,-0.41184163093566895,-0.6123026013374329,-0.6748866438865662,-0.04039838910102844,0.01754552125930786,0.010366380214691162,2.19891357421875,-16.591468811035156,12.85955810546875,2
2021-09-02 09:38:17,34.32903729382374,134.05732180004387,9.62624740600586,1630543097.2637758,10.0,4.0,0.23000000417232513,74.8828125,0.7544203045833953,-0.36384071617923197,1.6648312035858746,0.3781890869140625,-0.7778472900390625,-0.8330230712890625,-0.25930851697921753,-0.6848663687705994,-0.6809678077697754,0.63749760389328,-0.09298092126846313,-0.1520552635192871,6.4284820556640625,-10.195144653320312,7.611572265625,2
2021-09-02 09:38:17,34.32903729382374,134.05732180004387,9.62624740600586,1630543097.2637758,10.0,4.0,0.23000000417232513,74.8828125,0.778188812513599,-0.2579623243403882,1.6843581080461676,-0.225311279296875,-0.7534179091453552,-0.679412841796875,-0.1816864013671875,-0.7019906640052795,-0.6886212229728699,-0.0436248779296875,-0.051427245140075684,0.009208381175994873,4.311920166015625,-9.652351379394531,7.32415771484375,2
